ID,Phylum,Class,Order,Family,ScientificName,CommonName,Mod,E_Hb,s_G,p_Am,E_Hp,p_M,T_A,kap_P,h_a,v,E_G,kap_R,kap_X,k_J,F_m,p_T,kap,E_Hj,E_Hs,E_Hx,t_0,E_Rj,kap_V,E_He,s_j,t_sj,k_E
Ancylus_fluviatilis,Mollusca,Gastropoda,Pulmonata,Planorbidae,Ancylus fluviatilis,Freshwater limpet,abj,0.01501,0.0001,35.4319,0.3333,148.346,8500.0,0.2,1.632e-6,0.021688,3917.75,0.475,0.7,0.002,6.5,0.0,0.93964,0.02117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ferrissia_californica,Mollusca,Gastropoda,Pulmonata,Planorbidae,Ferrissia californica,Freshwater limpet,abj,4.509e-5,0.0001,32.5045,0.002807,931.647,9500.0,0.1,1.515e-7,0.020043,3922.49,0.475,0.8,0.002,6.5,0.0,0.99893,0.002285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hebetancylus_excentricus,Mollusca,Gastropoda,Pulmonata,Planorbidae,Hebetancylus excentricus,Freshwater limpet,abj,0.0001043,0.0001,2.32304,0.01737,42.9106,9500.0,0.1,2.336e-7,0.019956,3903.24,0.475,0.8,0.002,6.5,0.0,0.97808,0.001233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laevapex_fuscus,Mollusca,Gastropoda,Pulmonata,Planorbidae,Laevapex fuscus,Freshwater limpet,abj,0.0003283,0.0001,13.3038,0.09302,66.7223,9500.0,0.1,6.83e-7,0.020186,3879.3,0.475,0.8,0.002,6.5,0.0,0.99232,0.001101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Biomphalaria_alexandrina,Mollusca,Gastropoda,Pulmonata,Planorbidae,Biomphalaria alexandrina,Freshwater snail,abj,0.0716,0.0001,103.02,38.59,74.1212,1432.73,0.1,1.455e-7,0.5726,3911.44,0.475,0.8,0.002,6.5,0.0,0.93734,0.07163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Biomphalaria_glabrata,Mollusca,Gastropoda,Pulmonata,Planorbidae,Biomphalaria glabrata,Freshwater snail,abj,0.4955,0.0001,184.841,1060.0,868.8,8000.0,0.1,5.001e-7,0.02103,3950.0,0.475,0.8,0.002,6.5,0.0,0.541,363.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Biomphalaria_pfeifferi,Mollusca,Gastropoda,Pulmonata,Planorbidae,Biomphalaria pfeifferi,Freshwater snail,abj,0.05816,0.0001,23.3583,28.24,18.2616,69748.2,0.1,7.88e-8,0.01928,3919.68,0.475,0.8,0.002,6.5,0.0,0.93066,0.05942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dilatata_dilatata,Mollusca,Gastropoda,Pulmonata,Planorbidae,Dilatata dilatata,Trumpet ramshorn,abj,0.0005571,0.0001,70.3701,0.03671,214.41,8000.0,0.1,5.438e-6,0.018608,3903.46,0.475,0.8,0.002,6.5,0.0,0.99749,0.00449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Planorbarius_corneus,Mollusca,Gastropoda,Pulmonata,Planorbidae,Planorbarius corneus,Great ramshorn,abj,0.344,0.000232,145.098,21.12,132.391,13150.0,0.1,2.802e-6,0.029298,3909.81,0.475,0.8,0.002,6.5,0.0,0.82092,2.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Planorbella_duryi,Mollusca,Gastropoda,Pulmonata,Planorbidae,Planorbella duryi,Seminole rams-horn,abj,0.2549,0.0001,91.5684,18.75,157.366,8141.37,0.1,2.347e-7,0.039154,3929.61,0.475,0.8,0.002,6.5,0.0,0.92799,1.489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Planorbella_trivolvis,Mollusca,Gastropoda,Pulmonata,Planorbidae,Planorbella trivolvis,Marsh ramshorn,abj,2.455,0.0234,100.759,3320.0,65.4995,8000.0,0.1,3.543e-7,0.024032,3907.74,0.475,0.8,0.002,6.5,0.0,0.46957,31.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Planorbis_planorbis,Mollusca,Gastropoda,Pulmonata,Planorbidae,Planorbis planorbis,Ram's horn snail,abj,0.005026,0.0001,83.5802,25.13,765.9,8000.0,0.1,2.806e-6,0.0173,3919.0,0.475,0.8,0.002,6.5,0.0,0.9631,1.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Physa_fontinalis,Mollusca,Gastropoda,Pulmonata,Physidae,Physa fontinalis,Common bladder snail,abj,0.001889,0.0001,39.8996,0.6431,101.031,9500.0,0.1,3.209e-5,0.032203,3911.66,0.475,0.8,0.002,6.5,0.0,0.98409,0.007309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Physella_acuta,Mollusca,Gastropoda,Pulmonata,Physidae,Physella acuta,Acute bladder snail,abj,0.02351,0.0001,49.0969,1.036,246.005,9500.0,0.1,3.134e-5,0.023261,3898.39,0.475,0.8,0.002,6.5,0.0,0.8738,1.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Physella_gyrina,Mollusca,Gastropoda,Pulmonata,Physidae,Physella gyrina,Tadpole physa,abj,0.0002491,0.0001,276.016,0.4991,1316.65,9500.0,0.1,6.026e-7,0.15331,3916.14,0.475,0.8,0.002,6.5,0.0,0.99826,0.009268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Succinea_putris,Mollusca,Gastropoda,Pulmonata,Succineidae,Succinea putris,European ambersnail,abj,9.497e-5,0.0001,10.7488,0.09091,125.834,8000.0,0.1,1.03e-6,0.022021,3910.7,0.475,0.8,0.002,6.5,0.0,0.99859,0.09018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Achatina_achatina,Mollusca,Gastropoda,Pulmonata,Achatinidae,Achatina achatina,African giant snail,abj,2.885,0.0001,29.9057,6623.0,23.3913,8000.0,0.1,2.316e-10,0.069078,3918.0,0.475,0.8,0.002,6.5,0.0,0.96629,217.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alinda_biplicata,Mollusca,Gastropoda,Pulmonata,Clausiliidae,Alinda biplicata,Common door snail,abj,0.0002585,0.0001,6.38095,0.422,57.6887,8000.0,0.1,3.707e-9,0.020727,3913.45,0.475,0.8,0.002,6.5,0.0,0.99792,0.03346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Vestia_elata,Mollusca,Gastropoda,Pulmonata,Clausiliidae,Vestia elata,Door snail,abj,0.001422,0.0001,21.5644,0.9398,146.99,8000.0,0.1,4.942e-9,0.020646,3918.42,0.475,0.8,0.002,6.5,0.0,0.99627,0.06758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Punctum_pygmaeum,Mollusca,Gastropoda,Pulmonata,Punctidae,Punctum pygmaeum,Dwarf snail,abj,0.0002026,0.0001,39.3197,0.05497,590.123,8000.0,0.1,2.413e-6,0.01568,3908.92,0.475,0.8,0.002,6.5,0.0,0.98935,0.0002027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Discus_perspectivus,Mollusca,Gastropoda,Pulmonata,Discidae,Discus perspectivus,Keeled disk snail,abj,0.01121,0.0001,106.113,7.855,479.45,8000.0,0.1,6.902e-8,0.006864,3904.15,0.475,0.8,0.002,6.5,0.0,0.9281,0.01122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Discus_rotundatus,Mollusca,Gastropoda,Pulmonata,Discidae,Discus rotundatus,Round disk snail,abj,0.0112,0.0001,133.182,24.51,849.74,8000.0,0.1,6.218e-8,0.003006,3920.92,0.475,0.8,0.002,6.5,0.0,0.86306,0.01121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Discus_ruderatus,Mollusca,Gastropoda,Pulmonata,Discidae,Discus ruderatus,Brown disk snail,abj,0.01121,0.0001,156.338,2.919,974.798,8000.0,0.1,4.999e-7,0.0043888,3910.15,0.475,0.8,0.002,6.5,0.0,0.94887,0.01122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Megalobulimus_mogianensis,Mollusca,Gastropoda,Pulmonata,Strophocheilidae,Megalobulimus mogianensis,Snail,std,1439.0,0.0001,132.857,78830.0,24.089,12000.0,0.5,2.071e-10,0.026153,3918.63,0.475,0.2,0.002,6.5,0.0,0.72452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Aegopinella_epipedostoma,Mollusca,Gastropoda,Pulmonata,Gastrodontidae,Aegopinella epipedostoma,Glass snail,abj,0.0554,0.0001,27.3221,23.05,154.015,8000.0,0.1,2.736e-7,0.012099,3917.34,0.475,0.8,0.002,6.5,0.0,0.96917,1.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ambigolimax_valentianus,Mollusca,Gastropoda,Pulmonata,Limacidae,Ambigolimax valentianus,Slug,abj,2.821,0.0001,240.835,2441.0,246.815,8000.0,0.5,5.296e-7,0.017774,3919.17,0.475,0.2,0.002,6.5,0.0,0.54517,16.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Arion_subfuscus,Mollusca,Gastropoda,Pulmonata,Arionidae,Arion subfuscus,Dusky slug,abj,1.009,0.0001,185.235,120.9,465.973,8000.0,0.1,5.021e-6,0.028022,3916.05,0.475,0.8,0.002,6.5,0.0,0.98143,120.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ariolimax_columbianus,Mollusca,Gastropoda,Pulmonata,Ariolimacidae,Ariolimax columbianus,Pacific banana slug,abj,4.077,0.0001,226.148,1855.0,220.543,8000.0,0.1,1.365e-6,0.025215,3917.93,0.475,0.8,0.002,6.5,0.0,0.97814,116.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cornu_aspersum,Mollusca,Gastropoda,Pulmonata,Helicidae,Cornu aspersum,Garden snail,abj,0.6377,0.0001,929.152,856.7,333.478,8000.0,0.78946,8.214e-8,0.022405,3919.95,0.475,0.11805,0.002,6.5,0.0,0.94141,0.6378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Helix_pomatia,Mollusca,Gastropoda,Pulmonata,Helicidae,Helix pomatia,Roman snail,abj,1.128,0.0001,65.5311,2189.0,24.9854,8000.0,0.5,9.067e-10,0.030695,3917.63,0.475,0.2,0.002,6.5,0.0,0.96863,2.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Helix_lucorum,Mollusca,Gastropoda,Pulmonata,Helicidae,Helix lucorum,Turkish snail,abj,4.37,0.0001,514.125,34440.0,338.708,8000.0,0.5,6.254e-10,0.023809,3922.18,0.475,0.2,0.002,6.5,0.0,0.89749,6.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cepaea_nemoralis,Mollusca,Gastropoda,Pulmonata,Helicidae,Cepaea nemoralis,Grove snail,abj,2.223,0.0001,14.5559,122.9,24.9077,8000.0,0.1,4.252e-9,0.034118,3916.69,0.475,0.8,0.002,6.5,0.0,0.82802,47.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Faustina_faustina,Mollusca,Gastropoda,Pulmonata,Helicidae,Faustina faustina,Snail,abj,2.183,0.0001,36.7803,1178.0,32.0911,8000.0,0.1,4.454e-9,0.022448,3912.64,0.475,0.8,0.002,6.5,0.0,0.7697,2.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Helicodonta_obvoluta,Mollusca,Gastropoda,Pulmonata,Helicodontidae,Helicodonta obvoluta,Cheese snail,abj,0.03498,0.0001,18.4024,3.127,37.6865,8000.0,0.1,4.599e-8,0.022687,3915.42,0.475,0.8,0.002,6.5,0.0,0.97874,0.09419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cernuella_virgata,Mollusca,Gastropoda,Pulmonata,Hygromiidae,Cernuella virgata,Vineyard snail,abj,2.631,0.0001,313.191,5783.0,292.663,8000.0,0.5,2.265e-7,0.015086,3919.12,0.475,0.2,0.002,6.5,0.0,0.29254,14.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Trochulus_hispidus,Mollusca,Gastropoda,Pulmonata,Hygromiidae,Trochulus hispidus,Hairy snail,abj,0.01466,0.0001,9.43618,0.4265,31.9936,8000.0,0.1,5.995e-7,0.019033,3916.82,0.475,0.8,0.002,6.5,0.0,0.81081,0.01928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Perforatella_bidentata,Mollusca,Gastropoda,Pulmonata,Hygromiidae,Perforatella bidentata,Hairy snail,abj,3.878,0.0001,43.1512,211.5,51.8597,8000.0,0.1,3.817e-8,0.027632,3912.69,0.475,0.8,0.002,6.5,0.0,0.59199,3.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Nautilus_pompilius,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus pompilius,Chambered nautilus,abj,1751.0,0.0001,53.8368,96090.0,22.1667,8000.0,0.1,9.254e-9,0.020524,5485.73,0.95,0.8,0.002,6.5,0.0,0.90175,96080.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Idiosepius_pygmaeus,Mollusca,Cephalopoda,Idiosepida,Idiosepiidae,Idiosepius pygmaeus,Two-toned pygmy squid,abj,7.961,1.0,238.769,656.5,168.389,8000.0,0.1,1.927e-8,0.062819,5482.73,0.95,0.8,0.002,6.5,0.0,0.38915,40.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Xipholeptos_notoides,Mollusca,Cephalopoda,Idiosepida,Idiosepiidae,Xipholeptos notoides,Southern pygmy squid,abj,2.648,0.5,402.906,626.5,718.885,8000.0,0.1,1.413e-5,0.055033,5518.3,0.95,0.8,0.002,6.5,0.0,0.62604,27.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alloteuthis_africana,Mollusca,Cephalopoda,Myopsida,Loliginidae,Alloteuthis africana,African squid,abj,0.4831,1.0,27.4282,6377.0,56.9775,9547.0,0.1,1.5e-6,0.021357,5445.7,0.95,0.8,0.002,6.5,0.0,0.76745,2485.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alloteuthis_subulata,Mollusca,Cephalopoda,Myopsida,Loliginidae,Alloteuthis subulata,European common squid,abj,0.2086,1.0,50.1859,3223.0,127.615,9547.0,0.1,1.058e-8,0.025954,5482.41,0.95,0.8,0.002,6.5,0.0,0.85633,296.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Doryteuthis_gahi,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis gahi,Patagonian squid,abj,1.525,1.0,386.09,3947.0,98.0493,9547.0,0.1,0.002109,0.034191,5496.84,0.95,0.8,0.002,6.5,0.0,0.9039,323.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Doryteuthis_opalescens,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis opalescens,Opalescent inshore squid,abj,0.01743,1.0,113.948,490.4,37.4186,9547.0,0.1,0.0003027,0.027077,5482.53,0.95,0.8,0.002,6.5,0.0,0.99244,11.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Doryteuthis_pealeii,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis pealeii,Longfin inshore squid,abj,0.01003,1.0,58.738,4708.0,16.2081,9547.0,0.1,7.785e-5,0.0096271,5487.4,0.95,0.8,0.002,6.5,0.0,0.97045,8.102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heterololigo_bleekeri,Mollusca,Cephalopoda,Myopsida,Loliginidae,Heterololigo bleekeri,Spear squid,abj,0.01168,1.0,70.9473,6162.0,28.5514,8000.0,0.1,7.739e-5,0.021276,5475.11,0.95,0.8,0.002,6.5,0.0,0.99485,353.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Loligo_forbesii,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo forbesii,Veined squid,abj,0.1615,1.0,73.7831,22200.0,64.4419,9547.0,0.1,4.504e-5,0.012084,5478.96,0.95,0.8,0.002,6.5,0.0,0.94519,1088.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Loligo_reynaudii,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo reynaudii,Chokka squid,abj,0.8813,1.0,118.234,314800.0,226.713,9547.0,0.1,3.868e-10,0.02568,5480.29,0.95,0.8,0.002,6.5,0.0,0.92958,10490.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Loligo_vulgaris,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo vulgaris,European squid,abj,0.04281,1.0,57.2082,3646.0,23.3413,9547.0,0.1,0.000134,0.0091706,5468.64,0.95,0.8,0.0013306,6.5,0.0,0.98354,548.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lolliguncula_brevis,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula brevis,Atlantic brief squid,abj,14.79,1.0,124.069,119600.0,77.2429,9547.0,0.1,1.639e-28,0.19097,5473.65,0.95,0.8,0.002,6.5,0.0,0.62731,2354.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sepioteuthis_australis,Mollusca,Cephalopoda,Myopsida,Loliginidae,Sepioteuthis australis,Southern reef squid,abj,15.01,1.0,127.086,888.9,17.3713,9547.0,0.1,1.742e-12,0.16975,5493.74,0.95,0.8,0.002,6.5,0.0,0.98541,820.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sepioteuthis_lessoniana,Mollusca,Cephalopoda,Myopsida,Loliginidae,Sepioteuthis lessoniana,Bigfin reef squid,abj,37.8,1.0,136.959,19730.0,39.1484,9547.0,0.1,1.269e-5,0.031414,5472.38,0.95,0.8,0.002,6.5,0.0,0.94673,8792.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Uroteuthis_chinensis,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis chinensis,Mitre squid,abj,0.009616,1.0,26.2644,306.0,40.4522,9547.0,0.1,1.21e-10,0.088647,5470.58,0.95,0.8,0.002,6.5,0.0,0.99045,248.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Uroteuthis_duvauceli,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis duvauceli,Indian squid,abj,0.2706,1.0,162.285,16210.0,153.756,9547.0,0.1,4.082e-16,0.019524,5551.63,0.95,0.8,0.002,6.5,0.0,0.90359,55.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Uroteuthis_edulis,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis edulis,Swordtip squid,abj,0.09114,1.0,45.7145,8554.0,164.776,9547.0,0.1,6.523e-14,0.019229,5499.08,0.95,0.8,0.002,6.5,0.0,0.95331,2692.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Uroteuthis_noctiluca,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis noctiluca,Luminous bay squid,abj,0.2158,1.0,25.2755,177.5,18.4059,8000.0,0.1,1.464e-6,0.02004,5495.96,0.95,0.8,0.002,6.5,0.0,0.93109,56.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cranchia_scabra,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Cranchia scabra,Rough cranch squid,abj,0.008861,1.0,220.643,843.4,988.521,9547.0,0.1,4.01e-7,0.0217,5463.46,0.95,0.8,0.002,6.5,0.0,0.95701,34.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Liocranchia_reinhardtii,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Liocranchia reinhardtii,Glass squid,abj,0.001307,1.0,264.509,336.0,1216.3,9547.0,0.1,5.013e-8,0.0217,5479.46,0.95,0.8,0.002,6.5,0.0,0.99048,9.428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Galiteuthis_phyllura,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Galiteuthis phyllura,Cockatoo squid,abj,0.5103,1.0,2566.94,379600.0,6848.77,9547.0,0.1,1.839e-6,0.024891,5510.29,0.95,0.8,0.002,6.5,0.0,0.97662,139300.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Taonius_borealis,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Taonius borealis,Glass squid,abj,0.05368,1.0,469.146,803300.0,2035.56,9547.0,0.1,9.773e-6,0.0217,5491.38,0.95,0.8,0.002,6.5,0.0,0.97902,121400.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ancistrocheirus_lesueurii,Mollusca,Cephalopoda,Oegopsida,Ancistrocheiridae,Ancistrocheirus lesueurii,Sharpear enope squid,abj,0.004892,1.0,50.7427,6238.0,21.9204,8000.0,0.1,2.452e-6,0.020308,5486.67,0.95,0.8,0.002,6.5,0.0,0.99561,5.993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Abralia_trigonura,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abralia trigonura,Squid,abj,0.001511,1.0,109.484,14.09,1009.81,9000.0,0.1,1.526e-10,0.0095145,5492.36,0.95,0.8,0.002,6.5,0.0,0.98081,2.628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Abraliopsis_morisii,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis morisii,Pfeffer's firefly squid,abj,0.954,1.0,144.888,1127.0,17.8381,8000.0,0.1,2.598e-5,0.020611,5492.42,0.95,0.8,0.002,6.5,0.0,0.61504,8.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Enoploteuthis_leptura,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Enoploteuthis leptura,Hooked enope squid,abj,0.07157,1.0,134.721,5102.0,401.809,8000.0,0.1,1.549e-9,0.025124,5481.4,0.95,0.8,0.002,6.5,0.0,0.9519,75.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Watasenia_scintillans,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Watasenia scintillans,Sparkling enope squid,abj,0.1404,1.0,1239.44,856.1,5052.66,8000.0,0.1,7.433e-12,0.020099,5474.25,0.95,0.8,0.002,6.5,0.0,0.82563,12.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Berryteuthis_magister,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis magister,Magister armhook squid,abj,0.1891,1.0,177.478,103900.0,171.03,9000.0,0.1,0.0003481,0.014083,5505.16,0.95,0.8,0.002,6.5,0.0,0.90502,694.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gonatus_fabricii,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus fabricii,Boreo-atlantic Armhook Squid,abj,60.01,1.0,2942.83,34780.0,3045.53,8000.0,0.1,0.0005265,0.022679,5474.61,0.95,0.8,0.002,6.5,0.0,0.53054,26210.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Histioteuthis_bonnellii,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis bonnellii,Umbrella squid,abj,0.0001905,1.0,18.2147,5118.0,12.8706,9000.0,0.1,1.523e-6,0.019897,5493.95,0.95,0.8,0.002,6.5,0.0,0.99829,37.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Histioteuthis_miranda,Mollusca,Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis miranda,Cock-eyed squid,abj,0.000112,1.0,154.495,4296.0,314.644,9000.0,0.1,0.0009568,0.021234,5494.79,0.95,0.8,0.002,6.5,0.0,0.99799,5.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lycoteuthis_lorigera,Mollusca,Cephalopoda,Oegopsida,Lycoteuthidae,Lycoteuthis lorigera,Crowned firefly squid,abj,0.2354,1.0,56.2804,1674.0,72.2057,9547.0,0.1,6.896e-9,0.021922,5520.86,0.95,0.8,0.002,6.5,0.0,0.94439,43.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Moroteuthopsis_ingens,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Moroteuthopsis ingens,Greater hooked squid,abj,1.309,1.0,3907.59,2.118e6,469.786,9000.0,0.1,0.02883,0.020153,5470.98,0.95,0.8,0.002,6.5,0.0,0.48978,11930.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Onychoteuthis_banksi,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis banksi,Common clubhook squid,abj,0.03111,1.0,113.108,19970.0,225.047,9547.0,0.1,4.82e-12,0.040021,5517.8,0.95,0.8,0.002,6.5,0.0,0.88506,29.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pterygioteuthis_gemmata,Mollusca,Cephalopoda,Oegopsida,Pyroteuthidae,Pterygioteuthis gemmata,Roundear Enope Squid,abj,0.04448,1.0,174.769,132.2,1401.83,8000.0,0.1,7.414e-9,0.024602,5483.89,0.95,0.8,0.002,6.5,0.0,0.93453,22.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Illex_argentinus,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Illex argentinus,Argentine shortfin squid,abj,2.607,1.0,452.871,1.616e6,106.289,9000.0,0.1,0.0005385,0.039507,5485.21,0.95,0.8,0.002,6.5,0.0,0.37491,26740.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Illex_coindetii,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Illex coindetii,Southern shortfin squid,abj,0.4613,1.0,124.001,94540.0,58.3575,9000.0,0.1,1.599e-5,0.025311,5479.59,0.95,0.8,0.002,6.5,0.0,0.75864,459.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Illex_illecebrosus,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Illex illecebrosus,Northern shortfin squid,abj,0.2753,1.0,702.304,4325.0,1398.83,9000.0,0.1,0.001915,0.015084,5487.23,0.95,0.8,0.002,6.5,0.0,0.59034,1172.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dosidicus_gigas,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Dosidicus gigas,Humboldt squid,abj,0.05662,1.0,1950.61,232700.0,345.042,9000.0,0.1,0.002182,0.021336,5500.01,0.95,0.8,0.002,6.5,0.0,0.7354,24.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ommastrephes_bartramii,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Ommastrephes bartramii,Neon flying squid,abj,0.2063,1.0,752.955,1.062e6,65.1408,9000.0,0.1,0.005952,0.017704,5478.71,0.95,0.8,0.002,6.5,0.0,0.56085,2413.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
