ID,Phylum,Class,Order,Family,ScientificName,CommonName,Mod,MRE,SMSE,COM,rest
Assiminea_japonica,Mollusca,Gastropoda,Littorinimorpha,Assimineidae,Assiminea japonica,Saltmarsh snail,abj,0.051,0.006,2.5,"am, Lp, Li, Wwb, Ri, t-L, t-Wd"
Bithynia_tentaculata,Mollusca,Gastropoda,Littorinimorpha,Bithyniidae,Bithynia tentaculata,Faucet snail,abj,0.059,0.006,2.5,"ab, am, Lb, Lp, Li, Ri, t-L_f"
Heleobia_australis,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Heleobia australis,Mud-snail,abj,0.028,0.003,2.2,"am, Lp, Li, Wwb, Wwi, Ri, t-L"
Pyrgulopsis_robusta,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Pyrgulopsis robusta,Jackson lake springsnail,abj,0.023,0.001,2.3,"am, Lb, Lj, Lp, Li, Ni, t-L"
Potamopyrgus_antipodarum,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus antipodarum,New Zealand mudsnail,abj,0.072,0.029,2.5,"ab, aj, ap, am, Lb, Lj, Lp, Li, Wwb, Wwj, Wdi, Ri, t-L, t-Ww, L-Ww"
Valvata_cristata,Mollusca,Gastropoda,Valvatoida,Valvatidae,Valvata cristata,Crested valve snail,abj,0.041,0.003,2.6,"am, Lb, Lj, Lp, Li, Wwi, Ni, t-L, T-ab"
Valvata_utahensis,Mollusca,Gastropoda,Valvatoida,Valvatidae,Valvata utahensis,Utah roundmouth snail,abj,0.017,0.001,2.5,"am, Lb, Lj, Lp, Li, Ni, t-L"
Aplysia_californica,Mollusca,Gastropoda,Anaspidea,Aplysiidae,Aplysia californica,Sea hare,asj,0.203,0.281,2.5,"ab, as, ap, am, Lb, Ls, Lp, Li, Wwb, Wws, Wwp, Wwi, Ri, t-L, t-Ww"
Clione_limacina,Mollusca,Gastropoda,Gymnosomata,Clionidae,Clione limacina,Naked sea butterfly,abj,0.107,0.021,2.5,"ab, aj, ap, am, Lb, Lj, Lp, Li, Wdb, Wdp, Wdi, Ri, L-Wd"
Cuthona_nana,Mollusca,Gastropoda,Nudibranchia,Tergipedidae,Cuthona nana,Aeolid nudibranch,abj,0.119,0.082,2.5,"ab, aj, ap, am, Lj, Lp, Li, Wwb, Wwi, Ri, t-L, L-JX, T-ab"
Bulinus_globosus,Mollusca,Gastropoda,Pulmonata,Bulinidae,Bulinus globosus,Freshwater snail,abj,0.149,0.044,2.5,"am, Lb, Lp, Li, Ni_T, t-L_T"
Bulinus_tropicus,Mollusca,Gastropoda,Pulmonata,Bulinidae,Bulinus tropicus,Freshwater snail,abj,0.065,0.007,2.5,"am, Lb, Lp, Li, Ni, t-L_f, t-Ww_f"
Bulinus_truncatus,Mollusca,Gastropoda,Pulmonata,Bulinidae,Bulinus truncatus,Freshwater snail,abj,0.152,0.111,2.5,"am, Lb, Lp, Li, Ni_T, t-L_T"
Indoplanorbis_exustus,Mollusca,Gastropoda,Pulmonata,Bulinidae,Indoplanorbis exustus,Freshwater snail,abj,0.063,0.012,2.5,"am, Lb, Lp, Li, Ri_T, t-L_T, t-Ww_T"
Ampullaceana_balthica,Mollusca,Gastropoda,Pulmonata,Lymnaeidae,Ampullaceana balthica,Wandering pond snail,abj,0.076,0.008,2.0,"ab_T, tp, am, Lp, Li, L-Ww"
Lymnaea_stagnalis,Mollusca,Gastropoda,Pulmonata,Lymnaeidae,Lymnaea stagnalis,Pond snail,abj,0.316,0.181,5.0,"ab_T, ap, Lb, Lj, Lp, Li, Wd0, Wdb, Wdi, JOb, JOi, Ri, t-L_f, t-Ww_f, t-Wwe, t-Wd_f, t-N_f, t-JOe, t-S"
Radix_natalensis,Mollusca,Gastropoda,Pulmonata,Lymnaeidae,Radix natalensis,Radix,abj,0.043,0.004,2.5,"ab_T, am, Lb, Lp, Li, Wwi, Ri, t-L, t-S_T"
Radix_rubiginosa,Mollusca,Gastropoda,Pulmonata,Lymnaeidae,Radix rubiginosa,Radix,abj,0.049,0.004,2.5,"ab_T, am, Lb, Lp, Li, Wwi, Ri, t-L, t-S_T"
Stagnicola_palustris,Mollusca,Gastropoda,Pulmonata,Lymnaeidae,Stagnicola palustris,Common European pondsnail,abj,0.023,0.001,2.5,"ab, aj, ap, am, Lb, Lj, Lp, Li, Wwb, Wwj, Wwp, Wwi, Ri, t-L"
Burnupia_stenochorias,Mollusca,Gastropoda,Pulmonata,Burnupiidae,Burnupia stenochorias,Freshwater limpet,abj,0.038,0.003,2.5,"ap, Lb, Lj, Lp, Li, Wdi, Ri, t-L"
Ancylus_fluviatilis,Mollusca,Gastropoda,Pulmonata,Planorbidae,Ancylus fluviatilis,Freshwater limpet,abj,0.034,0.002,2.5,"am, Lb, Lp, Li, Ri, t-L, T-ab"
Ferrissia_californica,Mollusca,Gastropoda,Pulmonata,Planorbidae,Ferrissia californica,Freshwater limpet,abj,0.029,0.002,2.5,"am, Lb, Lj, Lp, Li, Wdi, Ri, t-L"
Hebetancylus_excentricus,Mollusca,Gastropoda,Pulmonata,Planorbidae,Hebetancylus excentricus,Freshwater limpet,abj,0.058,0.007,2.5,"am, Lb, Lj, Lp, Li, Wdi, Ri, t-L"
Laevapex_fuscus,Mollusca,Gastropoda,Pulmonata,Planorbidae,Laevapex fuscus,Freshwater limpet,abj,0.063,0.007,2.5,"am, Lb, Lj, Lp, Li, Wdi, Ri, t-L"
Biomphalaria_alexandrina,Mollusca,Gastropoda,Pulmonata,Planorbidae,Biomphalaria alexandrina,Freshwater snail,abj,0.051,0.004,2.5,"am, Lb, Lp, Li, Ni_T, t-L_T"
Biomphalaria_glabrata,Mollusca,Gastropoda,Pulmonata,Planorbidae,Biomphalaria glabrata,Freshwater snail,abj,0.065,0.008,2.5,"ab, aj, ap, am, Lb, Lp, Li, Wwb, Wwj, Wwp, Wwi, Ri, t-L"
Biomphalaria_pfeifferi,Mollusca,Gastropoda,Pulmonata,Planorbidae,Biomphalaria pfeifferi,Freshwater snail,abj,0.017,0.0,2.3,"am, Lb, Lp, Li, Wwi, Ri, t-L_f"
Dilatata_dilatata,Mollusca,Gastropoda,Pulmonata,Planorbidae,Dilatata dilatata,Trumpet ramshorn,abj,0.042,0.004,2.5,"Lb, Lj, Lp, Li, Ri, t-L"
Planorbarius_corneus,Mollusca,Gastropoda,Pulmonata,Planorbidae,Planorbarius corneus,Great ramshorn,abj,0.054,0.009,2.7,"Lb, Lj, Lp, Li, Ri, t-L_T, t-Ww, t-S_T, T-ab"
Planorbella_duryi,Mollusca,Gastropoda,Pulmonata,Planorbidae,Planorbella duryi,Seminole rams-horn,abj,0.117,0.019,2.5,"am, Lb, Lp, Li, Ni_T, t-L_T"
Planorbella_trivolvis,Mollusca,Gastropoda,Pulmonata,Planorbidae,Planorbella trivolvis,Marsh ramshorn,abj,0.059,0.007,2.7,"Lb, Lj, Lp, Li, Ri, t-L, t-S"
Planorbis_planorbis,Mollusca,Gastropoda,Pulmonata,Planorbidae,Planorbis planorbis,Ram's horn snail,abj,0.017,0.0,2.5,"ab, aj, ap, am, Lb, Lj, Lp, Li, Wwb, Wwj, Wwp, Wwi, Ri, t-L"
Physa_fontinalis,Mollusca,Gastropoda,Pulmonata,Physidae,Physa fontinalis,Common bladder snail,abj,0.092,0.016,2.5,"ab, am, Lb, Lp, Li, Wdi, Ri, t-L, L-N"
Physella_acuta,Mollusca,Gastropoda,Pulmonata,Physidae,Physella acuta,Acute bladder snail,abj,0.043,0.004,2.5,"ab_T, am, Lb, Lp, Li, Wwi, Ri, t-L, t-S_T"
Physella_gyrina,Mollusca,Gastropoda,Pulmonata,Physidae,Physella gyrina,Tadpole physa,abj,0.054,0.006,2.5,"ab, am, Lb, Lp, Li, Wdi, Ri, t-L"
Succinea_putris,Mollusca,Gastropoda,Pulmonata,Succineidae,Succinea putris,European ambersnail,abj,0.05,0.006,2.5,"ab, ap, am, Li, Wwb, Wwi, Ri, t-L"
Achatina_achatina,Mollusca,Gastropoda,Pulmonata,Achatinidae,Achatina achatina,African giant snail,abj,0.033,0.002,2.5,"ab, ap, am, Lb, Li, Ww_L, Ri, t-L"
Alinda_biplicata,Mollusca,Gastropoda,Pulmonata,Clausiliidae,Alinda biplicata,Common door snail,abj,0.066,0.008,2.5,"ap, am, Li, Wwb, Wwi, Ri, t-L"
Vestia_elata,Mollusca,Gastropoda,Pulmonata,Clausiliidae,Vestia elata,Door snail,abj,0.079,0.014,2.5,"ap, am, Li, Wwb, Wwi, Ri, t-L"
Punctum_pygmaeum,Mollusca,Gastropoda,Pulmonata,Punctidae,Punctum pygmaeum,Dwarf snail,abj,0.048,0.005,2.5,"ap, am, Lb, Li, Wdi, Ni, t-L"
Discus_perspectivus,Mollusca,Gastropoda,Pulmonata,Discidae,Discus perspectivus,Keeled disk snail,abj,0.095,0.015,2.5,"ab, am, Lb, Lp, Li, Wwi, Ni, t-L"
Discus_rotundatus,Mollusca,Gastropoda,Pulmonata,Discidae,Discus rotundatus,Round disk snail,abj,0.026,0.002,2.5,"ab, am, Lb, Lp, Li, Wdi, Ni, t-L"
Discus_ruderatus,Mollusca,Gastropoda,Pulmonata,Discidae,Discus ruderatus,Brown disk snail,abj,0.073,0.01,2.5,"ab, am, Lb, Lp, Li, Wdi, Ni, t-L"
Megalobulimus_mogianensis,Mollusca,Gastropoda,Pulmonata,Strophocheilidae,Megalobulimus mogianensis,Snail,std,0.043,0.003,2.2,"am, Lp, Li, Wwi, Ri, t-L_T"
Aegopinella_epipedostoma,Mollusca,Gastropoda,Pulmonata,Gastrodontidae,Aegopinella epipedostoma,Glass snail,abj,0.056,0.006,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, t-L"
Ambigolimax_valentianus,Mollusca,Gastropoda,Pulmonata,Limacidae,Ambigolimax valentianus,Slug,abj,0.055,0.009,2.5,"ab, ap, am, Wwb, Wwp, Ni, t-Ww"
Arion_subfuscus,Mollusca,Gastropoda,Pulmonata,Arionidae,Arion subfuscus,Dusky slug,abj,0.181,0.106,2.5,"ab, ap, am, Wwb, Wwp, Wwi, Ri, t-Ww"
Ariolimax_columbianus,Mollusca,Gastropoda,Pulmonata,Ariolimacidae,Ariolimax columbianus,Pacific banana slug,abj,0.103,0.033,2.5,"am, Wwb, Wwp, Wwi, Ri, t-Ww"
Cornu_aspersum,Mollusca,Gastropoda,Pulmonata,Helicidae,Cornu aspersum,Garden snail,abj,0.054,0.018,3.5,"ab, ap, am, Li, Wwb, Ri, t-Ww_f, t-L, Ww-JX_f, Ww-JO_f"
Helix_pomatia,Mollusca,Gastropoda,Pulmonata,Helicidae,Helix pomatia,Roman snail,abj,0.026,0.001,2.2,"ab, ap, am, Lp, Li, Wwb, Wwi, Ri"
Helix_lucorum,Mollusca,Gastropoda,Pulmonata,Helicidae,Helix lucorum,Turkish snail,abj,0.02,0.003,2.5,"ab, ap, am, Wwb, Wwi, Ri, t-Ww"
Cepaea_nemoralis,Mollusca,Gastropoda,Pulmonata,Helicidae,Cepaea nemoralis,Grove snail,abj,0.017,0.001,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, t-L_T"
Faustina_faustina,Mollusca,Gastropoda,Pulmonata,Helicidae,Faustina faustina,Snail,abj,0.095,0.023,2.2,"ab, am, Lb, Lp, Li, Wwi, Ni, t-L"
Helicodonta_obvoluta,Mollusca,Gastropoda,Pulmonata,Helicodontidae,Helicodonta obvoluta,Cheese snail,abj,0.051,0.005,2.5,"ab, ap, am, Lb, Li, Wdi, Ri, t-L"
Cernuella_virgata,Mollusca,Gastropoda,Pulmonata,Hygromiidae,Cernuella virgata,Vineyard snail,abj,0.108,0.018,2.5,"ab, ap, am, Wwb, Ri, t-Ww"
Trochulus_hispidus,Mollusca,Gastropoda,Pulmonata,Hygromiidae,Trochulus hispidus,Hairy snail,abj,0.066,0.013,2.5,"ab, ap, am, Lb, Li, Wdi, Ni, t-L"
Perforatella_bidentata,Mollusca,Gastropoda,Pulmonata,Hygromiidae,Perforatella bidentata,Hairy snail,abj,0.065,0.008,2.5,"ab, am, Lb, Lp, Li, Wwi, Ni, t-L"
Nautilus_pompilius,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus pompilius,Chambered nautilus,abj,0.05,0.005,2.3,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, dLp, Ri"
Idiosepius_pygmaeus,Mollusca,Cephalopoda,Idiosepida,Idiosepiidae,Idiosepius pygmaeus,Two-toned pygmy squid,abj,0.199,0.063,2.5,"am, Lb, Lp, Li, Wwb, Ni, t-Ww, L-Ww"
Xipholeptos_notoides,Mollusca,Cephalopoda,Idiosepida,Idiosepiidae,Xipholeptos notoides,Southern pygmy squid,abj,0.089,0.028,2.3,"am, Lp, Li, Wwb, Wwi, Ni, t-Ww"
Alloteuthis_africana,Mollusca,Cephalopoda,Myopsida,Loliginidae,Alloteuthis africana,African squid,abj,0.097,0.017,2.5,"am, Lp, Li, Wwb, Wwi, Ni, t-L"
Alloteuthis_subulata,Mollusca,Cephalopoda,Myopsida,Loliginidae,Alloteuthis subulata,European common squid,abj,0.106,0.02,2.5,"ab, am, Lp, Li, Wwb, Wwi, Ni, t-L"
Doryteuthis_gahi,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis gahi,Patagonian squid,abj,0.057,0.008,2.5,"am, Lp, Li, Wwb, Wwi, GSI, t-L, t-Ww"
Doryteuthis_opalescens,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis opalescens,Opalescent inshore squid,abj,0.065,0.01,2.3,"am, Lb, Lp, Li, Wwi, Ni, t-L"
Doryteuthis_pealeii,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis pealeii,Longfin inshore squid,abj,0.077,0.01,2.5,"ab_T, am, Lb, Lp, Li, Ni, t-L, L-Ww"
Heterololigo_bleekeri,Mollusca,Cephalopoda,Myopsida,Loliginidae,Heterololigo bleekeri,Spear squid,abj,0.051,0.013,2.1,"am, Lb, Lp, Li, Wwi, Ni, t-L"
Loligo_forbesii,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo forbesii,Veined squid,abj,0.067,0.013,2.5,"ab_T, am, Lp, Li, Wwb, Wwi, Ni, t-L"
Loligo_reynaudii,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo reynaudii,Chokka squid,abj,0.073,0.013,2.2,"am, Lb, Lp, Li, Wwi, Ni, t-L"
Loligo_vulgaris,Mollusca,Cephalopoda,Myopsida,Loliginidae,Loligo vulgaris,European squid,abj,0.11,0.023,2.5,"ab, am, Lp, Li, Wwb, Wwi, Ni, t-L"
Lolliguncula_brevis,Mollusca,Cephalopoda,Myopsida,Loliginidae,Lolliguncula brevis,Atlantic brief squid,abj,0.135,0.042,2.5,"am, Lb, Lp, Li, Wwb, GSI, t-L, t-Ww"
Sepioteuthis_australis,Mollusca,Cephalopoda,Myopsida,Loliginidae,Sepioteuthis australis,Southern reef squid,abj,0.122,0.034,2.5,"am, Lp, Li, Wwb, Ni, t-L, t-Ww"
Sepioteuthis_lessoniana,Mollusca,Cephalopoda,Myopsida,Loliginidae,Sepioteuthis lessoniana,Bigfin reef squid,abj,0.078,0.036,2.5,"am, Wwb, Wwp, Wwi, Ni, t-Ww"
Uroteuthis_chinensis,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis chinensis,Mitre squid,abj,0.129,0.05,2.5,"am, Lb, Lp, Li, Ni, t-L, L-Ww"
Uroteuthis_duvauceli,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis duvauceli,Indian squid,abj,0.14,0.048,2.5,"am, Lb, Lp, Li, Wwi, Ni, t-L, L-Ww"
Uroteuthis_edulis,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis edulis,Swordtip squid,abj,0.112,0.026,2.5,"ab, am, Lp, Li, Wwb, Wwi, Ni, t-L"
Uroteuthis_noctiluca,Mollusca,Cephalopoda,Myopsida,Loliginidae,Uroteuthis noctiluca,Luminous bay squid,abj,0.074,0.012,2.5,"am, Lb, Lp, Li, Wwi, Ni, t-L"
Cranchia_scabra,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Cranchia scabra,Rough cranch squid,abj,0.103,0.015,2.0,"am, Lb, Lp, Li, Wwi, GSI, t-L"
Liocranchia_reinhardtii,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Liocranchia reinhardtii,Glass squid,abj,0.075,0.015,2.0,"am, Lb, Lp, Li, Wwi, GSI, t-L"
Galiteuthis_phyllura,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Galiteuthis phyllura,Cockatoo squid,abj,0.049,0.01,2.0,"am, Lb, Lp, Li, Wwi, GSI, t-L"
Taonius_borealis,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Taonius borealis,Glass squid,abj,0.02,0.003,2.0,"am, Lb, Lp, Li, Wwi, GSI, t-L"
Ancistrocheirus_lesueurii,Mollusca,Cephalopoda,Oegopsida,Ancistrocheiridae,Ancistrocheirus lesueurii,Sharpear enope squid,abj,0.081,0.018,2.5,"am, Lp, Li, Wwb, Ni, t-L, t-Ww"
