ID,Phylum,Class,Order,Family,ScientificName,CommonName,Mod,MRE,SMSE,COM,rest
Urosaurus_bicarinatus,Chordata,Reptilia,Squamata,Phrynosomatidae,Urosaurus bicarinatus,Tropical tree lizard,std,0.058,0.022,2.5,"am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, t-tL, L-Ww"
Uta_stansburiana,Chordata,Reptilia,Squamata,Phrynosomatidae,Uta stansburiana,Common side-blotched lizard,std,0.062,0.012,2.5,"ab, am, Lp, Li, Wwb, Ri, t-Ww, L-Ww"
Phymaturus_antofagastensis,Chordata,Reptilia,Squamata,Liolaemidae,Phymaturus antofagastensis,Lizard,std,0.019,0.001,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, t-L"
Phymaturus_patagonicus,Chordata,Reptilia,Squamata,Liolaemidae,Phymaturus patagonicus,Patagonia mountain lizard,std,0.032,0.003,2.2,"ap, am, Lb, Lp, Li, Wwi, Ri, t-L"
Phymaturus_punae,Chordata,Reptilia,Squamata,Liolaemidae,Phymaturus punae,Cei's  mountain lizard,std,0.038,0.002,2.2,"ap, am, Lb, Lp, Li, Wwi, Ri, t-L"
Phymaturus_spurcus,Chordata,Reptilia,Squamata,Liolaemidae,Phymaturus spurcus,Climber lizard,std,0.017,0.001,2.2,"ap, am, Lb, Lp, Li, Wwi, Ri, t-L"
Liolaemus_pictus,Chordata,Reptilia,Squamata,Liolaemidae,Liolaemus pictus,Orange-bellied lizard,std,0.048,0.007,2.5,"ap, am, Lb, Lp, Li, Wwi, Ri, t-L"
Liolaemus_wiegmannii,Chordata,Reptilia,Squamata,Lacertidae,Liolaemus wiegmannii,Lizard,std,0.03,0.002,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, t-L"
Oplurus_cuvieri,Chordata,Reptilia,Squamata,Opluridae,Oplurus cuvieri,Collared iguanid lizard,std,0.014,0.0,2.2,"ab, ap, am, Lp, Li, Wwi, Ri"
Tropidurus_itambere,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus itambere,Saxicolous lizard,std,0.054,0.005,2.2,"ap, am, Lb, Lp, Li, Wwi, Ri, t-L"
Boa_constrictor,Chordata,Reptilia,Squamata,Boidae,Boa constrictor,Columbian boa,std,0.241,0.096,2.6,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L, L-Ww, L-R"
Boa_imperator,Chordata,Reptilia,Squamata,Boidae,Boa imperator,Common boa,std,0.023,0.002,2.6,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-Ww_f"
Eunectes_murinus,Chordata,Reptilia,Squamata,Boidae,Eunectes murinus,Green anaconda,std,0.112,0.033,2.6,"ab, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, L-Ww, L-N"
Eunectes_notaeus,Chordata,Reptilia,Squamata,Boidae,Eunectes notaeus,Yellow anaconda,std,0.078,0.013,2.6,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L_f"
Eryx_miliaris,Chordata,Reptilia,Squamata,Boidae,Eryx miliaris,Dwarf sand boa,std,0.06,0.008,2.5,"ab, ap, am, Wwb, Wwi, Ri, t-Ww"
Apodora_papuana,Chordata,Reptilia,Squamata,Pythonidae,Apodora papuana,Irian python,std,0.068,0.009,2.5,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-Ww, L-Ww"
Morelia_spilota,Chordata,Reptilia,Squamata,Pythonidae,Morelia spilota,Carpet python,std,0.041,0.005,2.5,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-L, t-Ww"
Python_regius,Chordata,Reptilia,Squamata,Pythonidae,Python regius,Ball python,std,0.13,0.042,3.8,"ab, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, t-Ww_f, t-R_f"
Python_sebae,Chordata,Reptilia,Squamata,Pythonidae,Python sebae,African rock python,std,0.128,0.032,2.5,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-Ww, L-Ww"
Python_molurus,Chordata,Reptilia,Squamata,Pythonidae,Python molurus,Indian python,std,0.111,0.021,2.5,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-Ww, L-Ww"
Simalia_amethistina,Chordata,Reptilia,Squamata,Pythonidae,Simalia amethistina,Amethystine python,std,0.067,0.014,2.8,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-L, t-Ww, t-JX"
Vipera_aspis,Chordata,Reptilia,Squamata,Viperidae,Vipera aspis,Asp adder,std,0.076,0.013,2.5,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-L, t-Ww"
Vipera_berus,Chordata,Reptilia,Squamata,Viperidae,Vipera berus,Common European adder,std,0.073,0.01,2.7,"ap, am, Lb, Li, Wwi, Ri, t-L_f, t-Ww_f"
Vipera_latastei,Chordata,Reptilia,Squamata,Viperidae,Vipera latastei,Lataste's viper,std,0.035,0.003,2.7,"am, Lb, Lp, Li, Wwi, Ri, t-L"
Daboia_russelii,Chordata,Reptilia,Squamata,Viperidae,Daboia russelii,Russell's viper,std,0.051,0.005,2.5,"ab, ap, am, Lb, Lp, Li, Ri, t-L, L-Ww"
Bitis_gabonica,Chordata,Reptilia,Squamata,Viperidae,Bitis gabonica,Gaboon viper,std,0.016,0.001,2.5,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-Ww"
Bitis_arietans,Chordata,Reptilia,Squamata,Viperidae,Bitis arietans,Puff adder,std,0.031,0.003,2.5,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-L_f, L-Ww"
Agkistrodon_piscivorus,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon piscivorus,Water moccasin,std,0.411,0.328,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, t-Ww"
Gloydius_blomhoffii,Chordata,Reptilia,Squamata,Viperidae,Gloydius blomhoffii,Mamushi,std,0.063,0.009,2.7,"ab, ap, am, Lb, Lp, Li, Wwb, Ri, tL_f, t-Ww_f, L-Ww"
Crotalus_horridus,Chordata,Reptilia,Squamata,Viperidae,Crotalus horridus,Timber rattlesnake,std,0.048,0.006,2.8,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, Ww-X, L-Ww"
Crotalus_lepidus,Chordata,Reptilia,Squamata,Viperidae,Crotalus lepidus,Mottled rock rattlesnake,std,0.077,0.023,2.5,"ab, am, Lb, Li, Wwi, Ri, t-L, t-Ww"
Crotalus_oreganus,Chordata,Reptilia,Squamata,Viperidae,Crotalus oreganus,Western rattlesnake,std,0.046,0.003,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L"
Crotalus_pricei,Chordata,Reptilia,Squamata,Viperidae,Crotalus pricei,Twin-spotted rattlesnake,std,0.049,0.005,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L"
Sistrurus_catenatus,Chordata,Reptilia,Squamata,Viperidae,Sistrurus catenatus,Massasauga,std,0.011,0.001,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, t-L"
Sistrurus_miliarius,Chordata,Reptilia,Squamata,Viperidae,Sistrurus miliarius,Pygmy rattlesnake,std,0.036,0.01,2.5,"ab, am, Lp, Li, Wwb, Ri, t-L, t-Ww"
Bothrops_insularis,Chordata,Reptilia,Squamata,Viperidae,Bothrops insularis,Golden lancehead,std,0.068,0.011,2.5,"ap, am, Lb, Li, Wwb, Ri, t-L_f, t-Ww, L-Ww"
Cerberus_rynchops,Chordata,Reptilia,Squamata,Homalopsidae,Cerberus rynchops,New Guinea bockadam,std,0.209,0.106,2.5,"am, Lb, Lp, Li, Wwb, Ri, L-dL, Ww-dWw, L-Ww"
Natrix_natrix,Chordata,Reptilia,Squamata,Colubridae,Natrix natrix,Grass snake,std,0.112,0.028,2.6,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L, L-N"
Natrix_maura,Chordata,Reptilia,Squamata,Colubridae,Natrix maura,Viperine water snake,std,0.084,0.012,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L"
Nerodia_harteri,Chordata,Reptilia,Squamata,Colubridae,Nerodia harteri,Brazos watersnake,std,0.044,0.009,2.5,"ab, am, Lb, Lp, Li, Wwb, Wwi, L-dL, L-Ww, L-N"
Nerodia_sipedon,Chordata,Reptilia,Squamata,Colubridae,Nerodia sipedon,Common watersnake,std,0.181,0.107,2.5,"ab, am, Lb, Lp, Li, Wwb, Wwi, L-dL, L-Ww, L-N"
Thamnophis_butleri,Chordata,Reptilia,Squamata,Colubridae,Thamnophis butleri,Butler's garter snake,std,0.095,0.05,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, L-dL"
Thamnophis_gigas,Chordata,Reptilia,Squamata,Colubridae,Thamnophis gigas,Giant garter snake,std,0.103,0.058,2.1,"ap, am, Lb, Li, Wwi, Ri, t-L"
Thamnophis_radix,Chordata,Reptilia,Squamata,Colubridae,Thamnophis radix,Plains garter snake,std,0.074,0.014,2.5,"am, Lb, Lp, Li, Wwi, t-L, L-N"
Thamnophis_saurita,Chordata,Reptilia,Squamata,Colubridae,Thamnophis saurita,Ribbon snake,std,0.116,0.036,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, L-dL"
Thamnophis_sirtalis,Chordata,Reptilia,Squamata,Colubridae,Thamnophis sirtalis,Common garter snake,std,0.091,0.026,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, L-dL"
Coluber_constrictor,Chordata,Reptilia,Squamata,Colubridae,Coluber constrictor,Eastern racer,std,0.044,0.003,2.5,"ab, am, Lb, Li, Wwi, Ri, t-L, t-Ww"
Coronella_austriaca,Chordata,Reptilia,Squamata,Colubridae,Coronella austriaca,Smooth snake,std,0.065,0.011,2.5,"ap, am, Lb, Li, Wwb, Wwp, Ri, t-L, L-Ww, Ww-N"
Orthriophis_taeniurus,Chordata,Reptilia,Squamata,Colubridae,Orthriophis taeniurus,Beauty rat snake,std,0.055,0.006,2.6,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-L_f, t-Ww_f"
Elaphe_climacophora,Chordata,Reptilia,Squamata,Colubridae,Elaphe climacophora,Japanese rat snake,std,0.067,0.01,2.5,"ap, am, Lb, Lp, Li, Ri, t-L, L-Ww"
Hierophis_viridiflavus,Chordata,Reptilia,Squamata,Colubridae,Hierophis viridiflavus,Green whip snake,std,0.051,0.005,2.6,"ap, am, Lb, Li, Wwi, Ri, t-L_f"
Pantherophis_guttatus,Chordata,Reptilia,Squamata,Colubridae,Pantherophis guttatus,Corn snake,std,0.012,0.002,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, L-Ww, t-Ww"
Rhabdophis_tigrinus,Chordata,Reptilia,Squamata,Colubridae,Rhabdophis tigrinus,Tiger keelback,std,0.071,0.008,2.6,"ap, am, Lb, Li, Wwb, Wwi, Ri, t-L_f, t-Ww_f"
Spalerosophis_diadema,Chordata,Reptilia,Squamata,Colubridae,Spalerosophis diadema,Diadem snake,std,0.064,0.006,2.5,"ab_T, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L, t-Ww"
Tantilla_melanocephala,Chordata,Reptilia,Squamata,Colubridae,Tantilla melanocephala,Black-headed snake,std,0.07,0.01,2.4,"am, Lb, Lp, Li, Wwi, Ri, t-L"
Heterodon_nasicus,Chordata,Reptilia,Squamata,Colubridae,Heterodon nasicus,Western hognose snake,std,0.059,0.012,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, L-Ww"
Heterodon_platirhinos,Chordata,Reptilia,Squamata,Colubridae,Heterodon platirhinos,Eastern hognose snake,std,0.045,0.006,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, L-Ww"
Boaedon_fuliginosus,Chordata,Reptilia,Squamata,Lamprophiidae,Boaedon fuliginosus,African house snake,std,0.12,0.061,2.6,"ab, am, Lb, Lp, Li, Ww0, Wwi, Ri, t-Le, t-Wwe"
Psammophis_sibilans,Chordata,Reptilia,Squamata,Lamprophiidae,Psammophis sibilans,African sand snake,std,0.112,0.023,2.3,"ab, am, Lb, Lp, Li, Wwi, Ri, t-Le"
Psammophylax_rhombeatus,Chordata,Reptilia,Squamata,Lamprophiidae,Psammophylax rhombeatus,Rhombic Skaapsteker,std,0.101,0.023,2.3,"ab, am, Lb, Lp, Li, Ww0, Wwi, Ri, t-Le"
Acanthophis_antarcticus,Chordata,Reptilia,Squamata,Elapidae,Acanthophis antarcticus,Common death adder,std,0.098,0.036,2.6,"am, Lb, Lp, Li, Wwb, Ri, t-L, t-Ww"
Austrelaps_superbus,Chordata,Reptilia,Squamata,Elapidae,Austrelaps superbus,Lowland copperhead,std,0.082,0.019,2.5,"am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L"
Emydocephalus_ijimae,Chordata,Reptilia,Squamata,Elapidae,Emydocephalus ijimae,Ijima's sea snake,std,0.054,0.028,2.6,"ab, am, Lb, Lp, Li, Wwi, Ri, L-dL"
Hemiaspis_damelii,Chordata,Reptilia,Squamata,Elapidae,Hemiaspis damelii,Gray snake,std,0.054,0.006,2.6,"am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L"
Hemiaspis_signata,Chordata,Reptilia,Squamata,Elapidae,Hemiaspis signata,Black-bellied swamp snake,std,0.078,0.014,2.3,"am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L"
Micrurus_fulvius,Chordata,Reptilia,Squamata,Elapidae,Micrurus fulvius,Eastern coral snake,std,0.047,0.005,2.5,"ab, am, Lb, Lp, Li, Wwb, Ww_L, Ri, t-L"
Micrurus_corallinus,Chordata,Reptilia,Squamata,Elapidae,Micrurus corallinus,Eastern coral snake,std,0.077,0.015,2.5,"ab, am, Lb, Lp, Li, Wwb, Ww_L, Ri, t-L, L-N"
Naja_kaouthia,Chordata,Reptilia,Squamata,Elapidae,Naja kaouthia,Monocled cobra,std,0.162,0.065,2.6,"ab, am, Lb, Lp, Li, Ri, t-Le, L-dL, L-Ww"
Notechis_scutatus,Chordata,Reptilia,Squamata,Elapidae,Notechis scutatus,Tiger snake,std,0.068,0.012,2.5,"am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L"
Parasuta_gouldii,Chordata,Reptilia,Squamata,Elapidae,Parasuta gouldii,Gould's hooded snake,std,0.082,0.014,2.6,"am, Lb, Lp, Li, Wwb, Wwi, t-L, L-N"
Pseudechis_porphyriacus,Chordata,Reptilia,Squamata,Elapidae,Pseudechis porphyriacus,Red-bellied black snake,std,0.047,0.005,2.5,"am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L"
Vermicella_annulata,Chordata,Reptilia,Squamata,Elapidae,Vermicella annulata,Bandy-bandy,std,0.038,0.009,2.5,"ab, am, Lb, Lp, Li, Wwb, Wwi, t-L, L-N"
Pelomedusa_subrufa,Chordata,Reptilia,Testudines,Pelomedusidae,Pelomedusa subrufa,African helmeted turtle,std,0.05,0.009,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, L-N"
Pelusios_castanoides,Chordata,Reptilia,Testudines,Pelomedusidae,Pelusios castanoides,Yellow-bellied mud turtle,std,0.032,0.002,2.5,"ab, ap, am, Lb, Lp, Li, Wwp, Wwi, Ri, t-L"
Pelusios_subniger,Chordata,Reptilia,Testudines,Pelomedusidae,Pelusios subniger,East African black mud turtle,std,0.036,0.003,2.3,"ab, ap, am, Lb, Lp, Li, Wwp, Wwi, Ri, t-L"
Podocnemis_expansa,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis expansa,Arrau turtle,std,0.069,0.012,2.7,"ab, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L_e, t-L"
Podocnemis_lewyana,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis lewyana,Magdalena River turtle,std,0.124,0.031,2.7,"ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, L-dL, T-ab"
Podocnemis_unifilis,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis unifilis,Yellow-spotted river turtle,std,0.07,0.009,2.7,"ab, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L_f, t-Ww_f"
Chelus_fimbriata,Chordata,Reptilia,Testudines,Chelidae,Chelus fimbriata,Mata mata,std,0.091,0.037,2.5,"ab, am, Lb, Lp, Li, L_t, Wwb, Wwi, Ww_t, Ri, t-L"
Rhinemys_rufipes,Chordata,Reptilia,Testudines,Chelidae,Rhinemys rufipes,Red side-necked turtle,std,0.035,0.004,2.5,"ab, ap, am, Lb, Lp, Li, Wwp, Wwi, Ri, L0-Lt"
Chelodina_oblonga,Chordata,Reptilia,Testudines,Chelidae,Chelodina oblonga,Northern snake-necked turtle,std,0.086,0.019,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Ri, L-dL, t-L, L-Ww"
Elseya_albagula,Chordata,Reptilia,Testudines,Chelidae,Elseya albagula,White-throated snapping turtle,std,0.063,0.009,2.5,"ab_T, ap, am, Lb, Lp, Li, Ww0, Wwi, Ri, t-L"
Elseya_dentata,Chordata,Reptilia,Testudines,Chelidae,Elseya dentata,Northern snapping turtle,std,0.059,0.006,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, L-dL, t-L"
Elusor_macrurus,Chordata,Reptilia,Testudines,Chelidae,Elusor macrurus,Mary River turtle,std,0.051,0.005,2.5,"ab, ap, am, Lb, Lp, Li, Wwi, Ri, t-L"
Emydura_macquarii,Chordata,Reptilia,Testudines,Chelidae,Emydura macquarii,Murray River turtle,std,0.031,0.002,2.5,"ab_T, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, t-L"
Emydura_victoriae,Chordata,Reptilia,Testudines,Chelidae,Emydura victoriae,Red-faced turtle,std,0.072,0.012,2.5,"ab, ap, am, Wwb, Wwi, Ri, t-Ww"
Myuchelys_bellii,Chordata,Reptilia,Testudines,Chelidae,Myuchelys bellii,Namoi River snapping turtle,std,0.066,0.009,2.5,"ab, ap, am, Lb, Lp, Li, Ww0, Wwi, Ri, t-L"
Hydromedusa_maximiliani,Chordata,Reptilia,Testudines,Chelidae,Hydromedusa maximiliani,Brazilian snake-necked turtle,std,0.069,0.015,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, L-dL"
Pseudemydura_umbrina,Chordata,Reptilia,Testudines,Chelidae,Pseudemydura umbrina,Western Swamp Turtle,std,0.311,0.132,2.8,"ab, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, L-Ww, t-L_f, t-Ww_f, T-JO"
Carettochelys_insculpta,Chordata,Reptilia,Testudines,Carettochelyidae,Carettochelys insculpta,Pig-nosed turtle,std,0.079,0.014,2.8,"ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, t-WwVe, t-JOe, t-WwYe"
Apalone_mutica,Chordata,Reptilia,Testudines,Trionychidae,Apalone mutica,Smooth softshell turtle,std,0.084,0.017,2.6,"am, Lp, Li, Wwb, Wwi, t-L, L-N"
Apalone_spinifera,Chordata,Reptilia,Testudines,Trionychidae,Apalone spinifera,Spiny softshell turtle,std,0.221,0.1,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L, L-dL"
Pelodiscus_sinensis,Chordata,Reptilia,Testudines,Trionychidae,Pelodiscus sinensis,Chinese softshell turtle,std,0.088,0.016,2.6,"am, Lp, Li, Wwb, Wwi, Ri, t-Ww, T-ab"
Trionyx_triunguis,Chordata,Reptilia,Testudines,Trionychidae,Trionyx triunguis,African softshell turtle,std,0.204,0.072,3.0,"am, Lp, Li, Ww0, Wwb, Wwi, Ri, t-Wwe, t-Wde, t-JOe"
Chelydra_serpentina,Chordata,Reptilia,Testudines,Chelydridae,Chelydra serpentina,Common snapping turtle,std,0.076,0.014,2.7,"ap, am, Lp, Li, Wwb, Wwi, Ww_L, Ri, t-Ww, T-a_b"
Macrochelys_temminckii,Chordata,Reptilia,Testudines,Chelydridae,Macrochelys temminckii,Alligator snapping turtle,std,0.053,0.005,2.5,"ab, ap, am, Lb, Lp, Li, Wwp, Wwi, Ri, t-L"
Dermatemys_mawii,Chordata,Reptilia,Testudines,Dermatemydidae,Dermatemys mawii,Central American river turtle,std,0.092,0.013,2.4,"ab, ap, am, Lb, Lp, Li, L_t, Wwb, Wwp, Wwi, Ww_t, Ri"
Claudius_angustatus,Chordata,Reptilia,Testudines,Kinosternidae,Claudius angustatus,Narrow-bridged musk turtle,std,0.047,0.004,1.7,"ab, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri"
Kinosternon_flavescens,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon flavescens,Yellow mud turtle,std,0.053,0.006,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, t-L, Ww-WwR"
Kinosternon_hirtipes,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon hirtipes,Rough-footed mud turtle,std,0.043,0.004,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, t-L"
Kinosternon_scorpioides,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon scorpioides,Scorpion mud turtle,std,0.054,0.006,1.7,"ab, am, Lb, Lp, Li, Ww0, Wwi, Ri, t-L, t-Le"
Kinosternon_sonoriense,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon sonoriense,Sonora mud turtle,std,0.013,0.001,1.7,"am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L"
Kinosternon_subrubrum,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon subrubrum,Eastern mud turtle,std,0.031,0.002,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, t-L, L-Ww"
Sternotherus_depressus,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus depressus,Flattened musk turtle,std,0.319,0.247,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, L-r"
Sternotherus_minor,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus minor,Loggerhead musk turtle,std,0.238,0.123,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, L-r"
Sternotherus_odoratus,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus odoratus,Common musk turtle,std,0.02,0.001,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, t-L"
Dermochelys_coriacea,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys coriacea,Leatherback turtle,std,0.064,0.008,2.8,"ab, ap, am, Lb, Lp, Li, Ww0, Wwb, Wdb, Wwi, Ri, pXi, pAi, t-L_f, t-Ww, t-JOe"
Caretta_caretta,Chordata,Reptilia,Testudines,Cheloniidae,Caretta caretta,"Loggerhead turtle, North Atlantic",std,0.084,0.021,3.0,"ah, ab, ap, am, Lh, Lb, Lp, Li, Wwh, Wwb, Wwp, Wwi, Ri, E0, T-ah, t-L_T, t-Ww_T, L-Ww, L-N, L-dL, L0-Lt"
Caretta_caretta_MED,Chordata,Reptilia,Testudines,Cheloniidae,Caretta caretta MED,"Loggerhead turtle, Mediterranean population",std,0.103,0.029,2.8,"ah, ab, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri, E0, T-ah, t-L_fT, t-Ww_T, L-Ww, L-N"
Lepidochelys_kempii,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys kempii,Atlantic ridley sea turtle,std,0.124,0.029,1.7,"ab, ap, am, Lb, Lp, Li, Wwb, Wwp, Wwi, Ri"
Lepidochelys_olivacea,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys olivacea,Olive ridley sea turtle,std,0.181,0.051,2.5,"ab, ap, am, Wwb, Wwp, Wwi, Ri, t-Ww"
Natator_depressus,Chordata,Reptilia,Testudines,Cheloniidae,Natator depressus,Flatback turtle,std,0.093,0.022,2.0,"ah, ab, ap, am, Lh, Lb, Lp, Li, Ww0, Wwh, Wwp, Wwi, Ri, E0, T-ah, L0-Lt, L-Ww, t-Ww"
Chelonia_mydas,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia mydas,Green turtle,std,0.125,0.033,2.9,"ah, ab, ap, am, Lh, Lp, Li, Wwh, Wwp, Wwi, Ri, E0, T-ah, t-WwYe_T, t-WwVe_T, t-JOe_T, t-JCe_T, L0-Lt, L-Ww"
Eretmochelys_imbricata,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys imbricata,Hawksbill sea turtle,std,0.182,0.079,2.5,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-L"
Platysternon_megacephalum,Chordata,Reptilia,Testudines,Platysternidae,Platysternon megacephalum,Big-headed turtle,std,0.038,0.003,2.5,"ab, ap, am, Lp, Li, Wwb, Ri, L-Ww"
Actinemys_marmorata,Chordata,Reptilia,Testudines,Emydidae,Actinemys marmorata,Western pond turtle,std,0.047,0.004,2.5,"am, Lp, Li, Wwb, Wwi, Ri, t-L"
Clemmys_guttata,Chordata,Reptilia,Testudines,Emydidae,Clemmys guttata,Spotted turtle,std,0.04,0.003,2.5,"ab, ap, am, Lb, Lp, Li, Wwi, Ri, t-L"
Emydoidea_blandingii,Chordata,Reptilia,Testudines,Emydidae,Emydoidea blandingii,Blanding's turtle,std,0.072,0.01,2.5,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-L, t-Ww"
Emys_orbicularis,Chordata,Reptilia,Testudines,Emydidae,Emys orbicularis,European pond turtle,std,0.062,0.007,2.6,"ab, ap, am, Lb, Lp, Li, Wwb, Ri, t-L, t-Ww"
Glyptemys_insculpta,Chordata,Reptilia,Testudines,Emydidae,Glyptemys insculpta,Wood turtle,std,0.055,0.005,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L"
Glyptemys_muhlenbergii,Chordata,Reptilia,Testudines,Emydidae,Glyptemys muhlenbergii,Bog turtle,std,0.051,0.005,2.5,"ab, ap, am, Lb, Lp, Li, Wwi, Ri, t-L"
Terrapene_carolina,Chordata,Reptilia,Testudines,Emydidae,Terrapene carolina,Common box turtle,std,0.054,0.005,2.5,"ab, ap, am, Lb, Lp, Li, Wwi, Ri, t-L"
Terrapene_ornata,Chordata,Reptilia,Testudines,Emydidae,Terrapene ornata,Ornate box turtle,std,0.048,0.006,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, t-L, L-Ww"
Chrysemys_picta,Chordata,Reptilia,Testudines,Emydidae,Chrysemys picta,Painted turtle,std,0.07,0.01,2.5,"ab, ap, am, Li, Wwb, Ri, t-L, t-Ww"
Deirochelys_reticularia,Chordata,Reptilia,Testudines,Emydidae,Deirochelys reticularia,Chicken turtle,std,0.051,0.004,2.5,"ab, ap, am, Lb, Lp, Li, Wwb, Wwi, Ri, t-L"
Graptemys_caglei,Chordata,Reptilia,Testudines,Emydidae,Graptemys caglei,Cagle's map turtle,std,0.031,0.002,2.3,"ab, ap, am, Lb, Li, Wwi, Ri, t-L"
Graptemys_ernsti,Chordata,Reptilia,Testudines,Emydidae,Graptemys ernsti,Escambia map turtle,std,0.079,0.012,2.5,"ab, ap, am, Lb, Li, Wwi, Ri, t-L"
Graptemys_oculifera,Chordata,Reptilia,Testudines,Emydidae,Graptemys oculifera,Ringed map turtle,std,0.094,0.012,2.5,"ab, ap, am, Lb, Li, Wwb, Wwi, Ri, t-L"
Graptemys_ouachitensis,Chordata,Reptilia,Testudines,Emydidae,Graptemys ouachitensis,Ouachita map turtle,std,0.086,0.016,2.5,"ab, am, Lb, Lp, Li, Wwi, Ri, t-L"
Graptemys_pseudogeographica,Chordata,Reptilia,Testudines,Emydidae,Graptemys pseudogeographica,False map turtle,std,0.055,0.008,2.5,"ab, am, Lb, Lp, Li, Wwi, Ri, L-r"
